id,saleprice,overall_qual,gr_liv_area,garage_area,total_sq_feet,age_of_house,total_baths,neighborhood,foundation,exter_qual,heating_qc,kitchen_qual
2477,184900,7,1585,449.0,2369.0,1,2.5,SawyerW,PConc,Gd,Ex,Gd
2871,157000,5,1336,375.0,2501.0,53,2.0,Crawfor,CBlock,TA,TA,TA
2489,144000,5,1211,576.0,2075.0,44,1.0,Sawyer,CBlock,TA,Gd,TA
1655,192350,6,1353,478.0,2612.0,28,3.0,NWAmes,CBlock,TA,Ex,TA
1891,163500,7,1200,440.0,2374.0,41,2.5,NAmes,CBlock,TA,Ex,TA
1419,262280,7,2329,514.0,3804.0,18,3.5,SawyerW,PConc,TA,Ex,Gd
1473,214000,7,1536,532.0,3072.0,6,3.0,CollgCr,PConc,Gd,Ex,Gd
2868,230000,6,1811,470.0,2884.0,50,1.0,Crawfor,PConc,TA,Ex,Ex
1695,280000,7,2172,947.0,3235.0,1,2.5,NridgHt,PConc,Gd,Ex,Gd
2244,140000,4,1073,720.0,2146.0,50,2.0,IDOTRR,CBlock,TA,Gd,TA
169,155000,6,1839,442.0,2595.0,44,1.5,NAmes,CBlock,TA,TA,TA
2670,64500,3,1020,0.0,2040.0,88,1.0,IDOTRR,BrkTil,Fa,Fa,Fa
247,218000,6,1802,1017.0,2748.0,17,3.0,SawyerW,PConc,Gd,Ex,Gd
2137,160000,5,1009,576.0,2004.0,30,2.0,CollgCr,CBlock,TA,TA,TA
1794,208900,8,1338,598.0,2676.0,0,2.0,Somerst,PConc,Gd,Ex,Gd
1164,146000,7,1392,540.0,2081.0,1,2.0,Somerst,PConc,Gd,Ex,Gd
1179,245500,8,1288,500.0,2548.0,12,2.5,Veenker,PConc,Gd,Ex,Ex
1340,113000,6,1013,160.0,2005.0,82,1.0,BrkSide,BrkTil,TA,Ex,TA
436,296000,8,1782,932.0,3564.0,5,3.0,NridgHt,PConc,Gd,Ex,Gd
1636,377426,9,1922,676.0,3844.0,2,3.0,StoneBr,PConc,Gd,Ex,Gd
421,337500,10,1718,786.0,3418.0,3,3.0,NridgHt,PConc,Ex,Ex,Ex
457,552000,10,2492,949.0,4984.0,5,3.5,NridgHt,PConc,Ex,Ex,Ex
2834,97900,4,936,265.0,1560.0,58,1.0,Edwards,CBlock,TA,Ex,TA
517,208300,6,1218,676.0,2436.0,0,2.0,Somerst,PConc,Gd,Ex,Gd
1566,213000,7,1820,816.0,2730.0,12,2.5,Mitchel,PConc,TA,Ex,Gd
1439,188000,7,1724,527.0,2604.0,10,2.5,CollgCr,PConc,TA,Ex,Gd
2577,162000,6,1336,488.0,2457.0,48,1.5,NAmes,CBlock,TA,Ex,TA
2241,152000,5,1558,282.0,2468.0,57,1.5,IDOTRR,CBlock,TA,TA,TA
71,254900,7,1947,678.0,2938.0,6,2.5,Somerst,PConc,Gd,Ex,Gd
1143,189000,7,1657,483.0,2489.0,14,2.5,SawyerW,PConc,Gd,Ex,Gd
1021,235000,7,2064,550.0,4112.0,30,3.0,NWAmes,CBlock,Gd,TA,Gd
1416,125000,5,1164,240.0,2328.0,58,2.0,Edwards,CBlock,TA,TA,TA
35,120000,7,836,308.0,1672.0,35,1.0,NPkVill,CBlock,TA,Ex,TA
2904,81500,1,1600,270.0,1600.0,55,1.5,Mitchel,CBlock,TA,TA,TA
2174,118500,6,816,0.0,1632.0,17,2.0,Edwards,CBlock,TA,TA,TA
522,370878,9,1766,478.0,3532.0,0,3.5,Somerst,PConc,Ex,Ex,Ex
2211,145000,5,2002,871.0,3003.0,58,2.0,Crawfor,CBlock,TA,TA,TA
1539,311500,7,1954,431.0,2752.0,69,2.0,Crawfor,CBlock,Gd,Ex,Gd
2420,210250,7,1364,437.0,2584.0,0,3.0,Blmngtn,PConc,Gd,Ex,Gd
2779,200000,7,1861,492.0,2777.0,4,3.5,CollgCr,PConc,Gd,Ex,Gd
953,126000,5,1734,539.0,1734.0,32,2.0,Mitchel,CBlock,TA,TA,Gd
658,114000,4,1039,281.0,1444.0,109,1.0,OldTown,BrkTil,Gd,Gd,TA
714,87500,4,1510,720.0,2187.0,99,2.0,OldTown,BrkTil,Gd,TA,Gd
1637,349265,8,2541,729.0,3690.0,2,4.5,StoneBr,PConc,Gd,Ex,Ex
538,203000,8,1512,845.0,3024.0,5,2.0,SawyerW,PConc,Gd,Ex,Gd
546,189000,7,1434,527.0,2888.0,8,2.0,SawyerW,PConc,Gd,Ex,Gd
533,209000,7,1653,628.0,2465.0,6,3.5,Somerst,PConc,Gd,Ex,Gd
718,160000,6,2007,357.0,2924.0,109,2.0,OldTown,BrkTil,TA,Gd,Ex
1830,129000,5,1037,431.0,2074.0,33,2.0,Sawyer,CBlock,TA,TA,TA
2929,170000,5,1389,418.0,2778.0,32,2.0,Mitchel,CBlock,TA,Gd,TA
2007,90350,5,694,352.0,1134.0,94,1.0,Crawfor,PConc,TA,TA,Gd
1417,79000,6,1096,0.0,1668.0,84,1.0,Edwards,BrkTil,TA,Fa,TA
2787,149900,5,894,552.0,1788.0,34,2.0,CollgCr,PConc,TA,TA,TA
1037,123000,5,864,576.0,1728.0,37,2.0,NAmes,CBlock,TA,TA,TA
2659,87000,4,1774,779.0,2869.0,106,3.0,OldTown,BrkTil,TA,Fa,TA
1567,171000,6,1118,358.0,2214.0,31,2.0,Mitchel,CBlock,TA,TA,TA
1225,119000,6,1252,288.0,2284.0,58,1.0,NAmes,CBlock,TA,TA,TA
685,132500,5,1148,672.0,2296.0,50,2.0,NAmes,CBlock,TA,TA,TA
1358,161000,8,1666,228.0,2254.0,83,1.0,OldTown,PConc,TA,Fa,Gd
1461,274000,9,1947,725.0,3304.0,7,3.5,CollgCr,PConc,Gd,Ex,Gd
221,125000,5,912,336.0,1824.0,43,1.0,Sawyer,CBlock,TA,TA,TA
2187,98500,5,1195,0.0,2390.0,61,2.0,Edwards,CBlock,TA,TA,TA
2504,262000,8,1624,757.0,3248.0,12,3.0,NoRidge,PConc,Gd,Ex,Gd
855,134900,5,914,444.0,1828.0,30,2.0,CollgCr,CBlock,TA,TA,TA
2258,170000,5,1328,308.0,2678.0,48,2.0,Timber,CBlock,TA,Gd,TA
2205,135000,6,1461,225.0,2147.0,81,1.0,Crawfor,BrkTil,TA,TA,TA
1158,290000,6,2683,473.0,3613.0,18,3.5,NoRidge,PConc,Gd,Ex,Gd
1741,173500,7,1258,462.0,2504.0,0,2.0,Gilbert,PConc,Gd,Ex,Gd
2735,225000,5,2008,230.0,2904.0,58,4.0,Edwards,CBlock,TA,Ex,Ex
1888,140500,5,1187,440.0,2051.0,46,2.0,NAmes,CBlock,TA,TA,TA
2121,126000,5,990,299.0,1980.0,13,1.0,CollgCr,PConc,TA,Gd,TA
1176,170000,8,1586,480.0,2546.0,9,3.5,Somerst,PConc,Gd,Ex,Gd
2773,156000,5,990,576.0,1980.0,11,1.5,CollgCr,PConc,TA,Ex,TA
2619,207500,5,1600,319.0,3084.0,49,2.0,NAmes,CBlock,TA,TA,TA
1796,255000,8,1792,590.0,2688.0,0,2.5,Somerst,PConc,Gd,Ex,Gd
1598,94900,4,988,297.0,1450.0,35,2.0,MeadowV,CBlock,TA,TA,TA
1965,140000,5,1170,338.0,2340.0,49,1.5,NAmes,CBlock,TA,TA,TA
2651,96900,3,1376,216.0,2114.0,101,1.0,OldTown,BrkTil,TA,Gd,TA
609,154000,5,1154,480.0,2308.0,43,1.5,NAmes,CBlock,TA,Ex,TA
1990,184900,8,1772,816.0,2497.0,97,2.5,OldTown,BrkTil,Gd,Ex,Gd
1053,385000,10,2084,1220.0,4162.0,1,3.0,NridgHt,PConc,Ex,Ex,Ex
2877,106500,4,951,327.0,1902.0,70,1.0,IDOTRR,BrkTil,TA,Ex,TA
497,327000,8,2687,810.0,4142.0,9,3.5,NoRidge,PConc,Gd,Ex,Gd
514,468000,9,2490,795.0,4948.0,4,3.0,Somerst,PConc,Ex,Ex,Ex
759,135000,6,1666,384.0,2870.0,82,1.0,IDOTRR,BrkTil,TA,TA,TA
2474,142500,6,1141,484.0,2282.0,1,1.5,SawyerW,PConc,Gd,Ex,TA
1193,141000,5,1464,470.0,2196.0,40,1.5,NAmes,CBlock,TA,Ex,TA
1415,107500,5,1347,0.0,2464.0,98,2.0,Edwards,CBlock,TA,TA,TA
2048,108500,5,1282,240.0,1954.0,65,2.0,SWISU,CBlock,TA,TA,TA
2483,150000,6,1320,472.0,1956.0,12,2.5,SawyerW,PConc,TA,Ex,Gd
2883,78000,3,936,0.0,1152.0,90,1.0,IDOTRR,PConc,TA,Fa,TA
1111,235128,8,1580,830.0,3160.0,1,2.0,Somerst,PConc,Gd,Ex,Gd
2072,302000,7,1824,739.0,3467.0,36,3.0,ClearCr,CBlock,TA,TA,Gd
1450,163000,5,1558,440.0,2422.0,33,3.0,CollgCr,CBlock,TA,TA,TA
274,84900,3,640,240.0,640.0,65,1.0,Edwards,CBlock,TA,TA,TA
413,147000,6,1322,440.0,2177.0,35,3.0,NPkVill,CBlock,TA,TA,TA
751,155000,7,1826,164.0,2736.0,94,2.5,OldTown,PConc,Gd,Ex,Ex
2897,180000,7,1339,484.0,2648.0,16,3.0,Timber,CBlock,TA,TA,TA
207,55000,4,1092,0.0,1092.0,80,2.0,IDOTRR,Slab,Fa,Fa,Fa
2269,187500,7,1146,438.0,2014.0,4,3.0,Timber,PConc,Gd,Ex,Gd
891,125000,6,1125,352.0,2166.0,33,2.0,Edwards,CBlock,TA,Ex,TA
2863,250000,7,2057,180.0,3074.0,70,1.5,Crawfor,CBlock,Gd,Gd,Gd
1298,78000,5,899,200.0,1380.0,98,1.0,OldTown,BrkTil,TA,TA,TA
1292,118000,4,1594,0.0,2314.0,98,2.0,OldTown,Stone,TA,Gd,TA
1687,318000,8,1694,818.0,3388.0,0,2.0,NridgHt,PConc,Ex,Ex,Gd
2749,215000,8,1911,471.0,2688.0,13,2.5,SawyerW,PConc,Gd,Ex,Gd
2875,72000,4,672,0.0,1104.0,81,1.0,IDOTRR,BrkTil,TA,TA,TA
1029,180000,6,1523,478.0,2716.0,32,2.5,NWAmes,CBlock,TA,TA,TA
1581,184000,6,1651,616.0,3257.0,22,3.0,Timber,CBlock,TA,TA,TA
612,124500,5,1041,270.0,2082.0,50,2.0,NAmes,CBlock,TA,Ex,TA
139,135000,5,1604,576.0,3208.0,52,2.0,NAmes,CBlock,TA,TA,TA
1335,164900,6,1672,240.0,2653.0,68,1.5,BrkSide,CBlock,TA,Ex,Gd
2531,140000,7,1164,528.0,2328.0,37,1.5,NWAmes,CBlock,TA,TA,TA
681,128000,5,1041,294.0,2082.0,51,1.0,NAmes,CBlock,TA,Gd,TA
1383,153000,6,1034,504.0,1484.0,30,1.5,Sawyer,CBlock,TA,Ex,TA
1359,127500,6,1609,228.0,2405.0,98,1.0,OldTown,BrkTil,Gd,Ex,TA
1226,141500,5,1337,264.0,1909.0,58,2.0,NAmes,CBlock,TA,Gd,Gd
63,325000,8,2622,712.0,4085.0,16,3.5,NoRidge,PConc,Gd,Ex,Gd
1869,188500,7,1594,472.0,3188.0,14,2.0,NWAmes,PConc,TA,Ex,Gd
2468,185000,6,1262,572.0,2524.0,0,2.0,Somerst,PConc,Gd,Gd,Gd
1135,146000,6,1175,0.0,2350.0,3,2.0,SawyerW,PConc,TA,Ex,Gd
719,119000,6,1288,280.0,1912.0,92,2.0,OldTown,BrkTil,TA,Ex,Ex
405,112000,5,1302,280.0,1932.0,38,2.5,BrDale,CBlock,TA,TA,TA
2506,197000,8,1247,550.0,2494.0,1,2.5,Somerst,PConc,Gd,Ex,Gd
2380,412083,9,2589,831.0,4327.0,0,3.5,NridgHt,PConc,Gd,Gd,Ex
1565,271000,8,1689,857.0,3257.0,6,3.0,Mitchel,PConc,Gd,Ex,Gd
1727,200000,7,1405,478.0,2810.0,4,3.0,NridgHt,PConc,Gd,Ex,Gd
1661,174000,7,1324,585.0,2552.0,31,2.5,NWAmes,CBlock,TA,TA,Gd
1967,156500,5,1377,351.0,2754.0,47,2.0,NAmes,CBlock,TA,TA,TA
2267,204000,6,1756,422.0,2628.0,11,3.5,Timber,PConc,Gd,Ex,TA
1389,149350,5,1228,271.0,2456.0,42,1.5,Sawyer,CBlock,TA,Gd,Gd
2553,137000,5,1008,275.0,2016.0,52,1.0,NAmes,CBlock,TA,Gd,TA
1459,222500,7,2031,541.0,3184.0,10,2.5,CollgCr,PConc,Gd,Ex,Gd
1739,166000,6,1504,440.0,2256.0,0,2.5,Gilbert,PConc,Gd,Ex,Gd
172,109500,5,936,0.0,1872.0,90,2.0,OldTown,PConc,TA,TA,TA
788,122000,4,1383,498.0,1383.0,55,1.0,Edwards,CBlock,TA,TA,TA
1979,99900,5,967,180.0,1934.0,87,1.0,OldTown,BrkTil,TA,Gd,TA
1801,249700,8,1656,826.0,3312.0,1,2.0,Somerst,PConc,Gd,Ex,Gd
931,158500,6,1152,300.0,2244.0,59,1.5,Crawfor,CBlock,TA,Ex,Gd
2471,139500,6,1142,0.0,2284.0,1,1.5,SawyerW,PConc,TA,Ex,Gd
2899,202000,6,1403,470.0,2784.0,6,3.0,Timber,Wood,Gd,Ex,Gd
2544,145000,5,1712,588.0,3338.0,47,2.0,NAmes,CBlock,TA,Ex,TA
1386,108959,4,1258,400.0,2456.0,39,3.0,Sawyer,CBlock,TA,TA,TA
315,160000,5,1687,572.0,2434.0,62,2.0,Timber,CBlock,TA,TA,TA
1932,128600,5,1560,484.0,3120.0,49,2.0,NAmes,CBlock,TA,TA,TA
1660,197900,7,1935,550.0,2728.0,31,2.5,NWAmes,CBlock,TA,TA,TA
2353,172000,7,1083,596.0,2130.0,30,2.0,NWAmes,CBlock,Gd,TA,TA
2139,130000,5,907,308.0,1783.0,30,2.0,CollgCr,CBlock,TA,TA,TA
1585,195000,6,1675,435.0,3341.0,9,3.0,Timber,PConc,Gd,Ex,Gd
1602,113000,5,988,520.0,1976.0,54,1.0,Mitchel,CBlock,TA,Ex,TA
2888,209000,8,1491,490.0,2982.0,5,2.0,Mitchel,PConc,Gd,Ex,Gd
965,213500,7,1479,578.0,3124.0,22,4.5,Timber,PConc,TA,Ex,Gd
645,126000,5,1112,480.0,1743.0,58,1.0,NAmes,CBlock,TA,TA,TA
789,127500,6,1689,480.0,3125.0,53,1.0,Edwards,CBlock,TA,Fa,TA
1015,334000,9,1710,557.0,3420.0,1,3.0,StoneBr,PConc,Ex,Ex,Ex
1264,157000,6,1253,352.0,2506.0,48,2.5,NAmes,CBlock,TA,TA,TA
1972,125500,5,864,294.0,1728.0,45,1.0,NAmes,CBlock,TA,Gd,TA
1481,189000,7,1456,410.0,2184.0,3,3.5,CollgCr,PConc,Gd,Ex,Gd
954,173000,7,1217,497.0,2405.0,19,3.0,Mitchel,PConc,TA,Ex,Gd
2499,260000,7,2646,550.0,4394.0,32,4.0,Veenker,CBlock,Gd,Gd,Gd
824,212000,8,1768,578.0,2634.0,2,2.5,CollgCr,PConc,Gd,Ex,Gd
2769,148000,5,914,576.0,1784.0,10,1.0,CollgCr,PConc,Gd,Ex,TA
123,136300,6,1775,480.0,2308.0,46,2.0,NAmes,CBlock,TA,TA,TA
1862,190000,5,2620,600.0,3981.0,30,3.0,Sawyer,CBlock,TA,Ex,TA
1308,139500,5,1627,420.0,2424.0,108,2.0,OldTown,BrkTil,TA,TA,TA
1758,162000,7,1320,400.0,1980.0,4,2.5,Gilbert,PConc,Gd,Ex,Gd
2236,100000,4,1123,264.0,1855.0,68,1.0,IDOTRR,PConc,TA,Gd,TA
2912,126500,5,874,288.0,1738.0,38,2.0,Mitchel,CBlock,TA,Ex,TA
2093,301000,7,2730,576.0,4232.0,21,3.5,SawyerW,CBlock,Gd,Ex,Gd
2128,204750,6,1786,684.0,2610.0,10,3.5,CollgCr,PConc,TA,Ex,Gd
679,90000,4,1040,420.0,1040.0,60,2.0,NAmes,Slab,TA,Fa,TA
1313,130000,5,2350,393.0,3323.0,88,2.0,OldTown,BrkTil,TA,TA,TA
2534,155000,5,1770,530.0,2670.0,38,2.5,NAmes,CBlock,TA,Ex,TA
1273,155000,5,1269,308.0,2538.0,48,1.5,NAmes,CBlock,TA,TA,TA
219,131500,5,1039,504.0,2078.0,45,2.5,Sawyer,PConc,TA,Ex,TA
133,153000,6,1520,364.0,2676.0,55,2.0,NAmes,CBlock,TA,Ex,TA
38,306000,8,1704,772.0,3408.0,3,3.0,NridgHt,PConc,Gd,Ex,Gd
2408,332200,9,1686,899.0,3372.0,0,3.0,NridgHt,PConc,Gd,Ex,Ex
1575,293077,8,1646,800.0,3284.0,1,3.0,Timber,PConc,Gd,Ex,Gd
1671,128000,4,914,270.0,1828.0,46,1.0,NAmes,BrkTil,TA,Ex,TA
2000,152000,6,1616,216.0,2765.0,81,2.0,OldTown,BrkTil,TA,Gd,Gd
2621,135000,4,1192,0.0,1912.0,57,1.5,NAmes,CBlock,TA,TA,TA
1996,117500,6,2210,205.0,3218.0,127,2.0,OldTown,BrkTil,TA,TA,Fa
1976,127500,6,1296,576.0,2141.0,80,1.0,OldTown,BrkTil,TA,TA,TA
1861,373000,8,2497,676.0,4958.0,26,3.0,Veenker,CBlock,Gd,Gd,Gd
1600,98000,6,1092,0.0,1638.0,38,2.5,MeadowV,CBlock,TA,Ex,TA
298,203135,7,1652,473.0,2075.0,16,3.5,Crawfor,PConc,TA,Ex,Gd
875,191000,7,1716,512.0,2596.0,13,2.5,CollgCr,PConc,Gd,Ex,Gd
1205,98000,5,1014,267.0,1014.0,52,1.0,NAmes,Slab,TA,TA,TA
512,245000,8,1432,492.0,2854.0,3,2.0,Somerst,PConc,Gd,Ex,Gd
592,213250,7,1680,583.0,3330.0,11,3.0,NWAmes,PConc,Gd,Ex,Gd
1255,89900,4,869,390.0,869.0,60,1.0,OldTown,Slab,TA,TA,TA
355,185000,7,1718,427.0,2550.0,11,2.5,Gilbert,PConc,TA,Gd,TA
1676,113500,6,1092,264.0,1617.0,34,1.5,BrDale,CBlock,TA,TA,TA
2599,68000,3,715,660.0,1430.0,77,1.0,NAmes,CBlock,TA,Fa,TA
312,201000,7,1560,573.0,3120.0,7,2.0,Mitchel,PConc,Gd,Ex,Gd
1124,226700,7,1768,603.0,2634.0,3,2.5,Somerst,PConc,Gd,Gd,Gd
1702,500067,10,2290,1174.0,4610.0,0,4.5,NridgHt,PConc,Ex,Ex,Ex
2434,201490,7,1598,433.0,2446.0,2,2.5,Gilbert,PConc,Gd,Ex,Gd
1432,155000,5,990,528.0,1980.0,14,2.0,CollgCr,PConc,TA,Ex,TA
689,145000,5,941,564.0,1882.0,31,2.0,NAmes,CBlock,TA,Gd,Gd
1349,128000,6,1362,502.0,1973.0,88,2.0,BrkSide,BrkTil,TA,Ex,TA
1759,187000,6,1690,442.0,2605.0,7,3.5,Gilbert,PConc,TA,Ex,TA
893,145500,6,1072,525.0,1619.0,4,2.0,Edwards,Wood,TA,Gd,TA
944,75000,4,572,200.0,1144.0,84,1.0,IDOTRR,BrkTil,TA,Fa,TA
2109,217000,7,1546,796.0,3092.0,2,2.0,CollgCr,PConc,Gd,Ex,Gd
316,220000,7,1346,660.0,2682.0,2,3.0,Timber,PConc,Gd,Ex,Gd
2529,165150,6,1790,484.0,2522.0,34,3.0,NWAmes,CBlock,TA,Gd,TA
1448,147000,6,1026,576.0,1966.0,30,2.0,CollgCr,CBlock,TA,TA,TA
871,203000,7,1504,478.0,3008.0,13,3.0,CollgCr,PConc,Gd,Ex,Gd
142,165500,5,1700,447.0,3098.0,51,2.0,NAmes,CBlock,TA,Gd,Gd
1515,67000,3,864,0.0,1728.0,94,2.0,Edwards,BrkTil,TA,TA,TA
1970,187000,6,1851,440.0,2673.0,43,2.5,NAmes,CBlock,TA,Gd,Gd
572,180000,6,1512,440.0,2268.0,9,3.5,Somerst,PConc,Gd,Ex,Gd
2200,146500,6,1298,240.0,1949.0,86,2.0,Crawfor,BrkTil,TA,Gd,TA
2147,270000,7,1673,583.0,3346.0,7,3.0,CollgCr,PConc,Gd,Ex,Gd
249,147000,6,996,564.0,1932.0,18,2.0,SawyerW,PConc,TA,Ex,Gd
162,132000,6,1224,280.0,2040.0,62,2.0,NAmes,CBlock,TA,TA,TA
664,105000,4,1374,338.0,2214.0,89,1.0,OldTown,PConc,Fa,Ex,TA
1516,135900,5,1716,0.0,2496.0,96,3.0,SWISU,PConc,TA,Ex,Fa
16,538000,8,3279,841.0,4929.0,7,4.5,StoneBr,PConc,Ex,Ex,Ex
1808,147000,7,1143,0.0,2286.0,1,1.5,SawyerW,PConc,Gd,Ex,Gd
425,325000,9,1652,840.0,3304.0,3,3.0,NridgHt,PConc,Gd,Ex,Ex
1372,124000,5,1054,240.0,2100.0,61,1.0,Sawyer,CBlock,Gd,Gd,TA
2495,137000,5,935,288.0,1870.0,41,2.0,Sawyer,CBlock,TA,TA,TA
661,142900,4,2377,528.0,2626.0,94,2.0,OldTown,BrkTil,TA,TA,Gd
1301,147000,5,1122,528.0,2046.0,60,2.0,OldTown,CBlock,TA,Ex,Gd
396,128000,5,1180,477.0,2360.0,39,1.5,NAmes,CBlock,TA,TA,TA
2663,144000,7,1690,225.0,2505.0,90,1.0,OldTown,BrkTil,TA,Ex,TA
50,205000,8,1370,484.0,2740.0,4,2.0,NridgHt,PConc,Gd,Ex,Gd
886,167000,5,1486,480.0,2972.0,45,2.0,Edwards,PConc,TA,Ex,TA
696,66500,5,1131,200.0,1807.0,68,1.5,OldTown,CBlock,TA,Ex,TA
2454,315000,8,2799,704.0,4085.0,13,3.5,NoRidge,PConc,Gd,Ex,Gd
2106,155835,7,1456,440.0,2184.0,1,2.5,CollgCr,PConc,Gd,Ex,Gd
353,239500,8,1734,528.0,3321.0,14,3.0,StoneBr,PConc,Gd,Ex,Gd
441,300000,9,1531,700.0,3035.0,3,3.0,NridgHt,PConc,Gd,Ex,Ex
2270,282000,8,1922,692.0,3844.0,5,3.0,Timber,PConc,Gd,Ex,Gd
1924,120000,5,1144,336.0,2288.0,47,1.0,NAmes,CBlock,TA,TA,TA
1402,241500,7,1363,439.0,2748.0,54,2.0,ClearCr,CBlock,TA,Ex,TA
1070,336860,9,1866,870.0,3724.0,0,3.0,NridgHt,PConc,Ex,Ex,Ex
2696,91000,3,1077,210.0,2084.0,84,1.0,IDOTRR,BrkTil,TA,Fa,TA
1840,207500,8,1550,528.0,3100.0,1,2.5,Somerst,PConc,Gd,Ex,Gd
1562,250000,7,1646,482.0,3240.0,4,3.5,Crawfor,PConc,Gd,Ex,Ex
2426,167240,7,1248,438.0,2496.0,1,2.0,Blmngtn,PConc,Gd,Ex,Gd
1162,178000,7,1245,495.0,2480.0,4,2.0,Somerst,PConc,Gd,Ex,Gd
1874,127000,6,1052,311.0,2104.0,44,2.0,NWAmes,CBlock,TA,TA,TA
111,218500,6,1829,535.0,3658.0,43,3.0,NWAmes,CBlock,TA,Gd,TA
1207,135750,4,952,283.0,1904.0,52,1.0,NAmes,CBlock,TA,Ex,TA
140,214000,7,1480,620.0,2960.0,7,3.0,NAmes,PConc,Gd,Ex,Gd
545,257000,8,1844,620.0,3688.0,4,3.0,SawyerW,PConc,Gd,Ex,Gd
1338,157000,6,1497,672.0,2322.0,71,2.0,BrkSide,BrkTil,TA,Ex,TA
2873,102000,5,976,215.0,1952.0,64,2.0,IDOTRR,CBlock,TA,TA,TA
924,163500,5,964,432.0,1840.0,88,2.0,Crawfor,BrkTil,TA,Ex,TA
844,204000,7,1501,577.0,2991.0,10,3.0,CollgCr,PConc,Gd,Ex,Gd
901,103500,5,1560,313.0,2710.0,53,1.0,Edwards,CBlock,TA,Ex,TA
2195,200000,6,3395,0.0,4320.0,93,2.0,SWISU,CBlock,Fa,Ex,Fa
2081,118000,5,864,399.0,1728.0,49,1.5,SWISU,CBlock,TA,TA,TA
2774,235000,7,1525,541.0,3050.0,6,3.0,CollgCr,PConc,Gd,Ex,Gd
2573,132500,5,1190,540.0,2296.0,44,2.0,NAmes,CBlock,TA,TA,TA
1793,221300,8,1830,859.0,3132.0,1,2.5,Somerst,PConc,Gd,Ex,Gd
882,190000,7,1500,570.0,3000.0,5,2.0,CollgCr,PConc,Gd,Ex,Gd
2791,222000,7,1762,591.0,2588.0,4,2.5,CollgCr,PConc,Gd,Ex,Gd
297,335000,7,1902,567.0,3804.0,51,3.0,Crawfor,PConc,Gd,TA,Ex
509,257500,8,1658,726.0,3272.0,1,2.5,Somerst,PConc,Gd,Ex,Gd
1115,264132,9,1506,592.0,3004.0,0,2.0,Somerst,PConc,Gd,Ex,Ex
773,130000,5,899,288.0,1763.0,42,1.0,Sawyer,PConc,TA,Ex,Gd
732,137000,5,1654,336.0,1951.0,79,2.0,BrkSide,CBlock,TA,Ex,TA
1552,99500,5,912,360.0,1432.0,78,1.0,IDOTRR,BrkTil,TA,TA,TA
226,160250,5,1373,591.0,2692.0,32,2.0,Sawyer,CBlock,TA,TA,TA
2830,130000,7,1709,380.0,2679.0,2,2.0,Edwards,PConc,Gd,Ex,Gd
2238,75200,5,816,100.0,1632.0,85,1.0,IDOTRR,BrkTil,TA,Ex,TA
982,131250,6,1091,429.0,1475.0,16,1.5,Mitchel,CBlock,TA,Ex,TA
1265,148000,6,1081,401.0,2162.0,48,2.0,NAmes,CBlock,TA,TA,TA
559,124100,5,1020,288.0,2044.0,44,2.0,Sawyer,CBlock,TA,Gd,TA
1203,178400,7,999,588.0,1943.0,47,2.0,NAmes,CBlock,Ex,Gd,Ex
2083,150000,4,1440,0.0,2880.0,30,4.0,Edwards,PConc,TA,TA,TA
2130,217000,7,1753,534.0,2606.0,9,3.5,CollgCr,PConc,Gd,Ex,TA
2455,252000,8,1964,760.0,3064.0,1,2.5,Somerst,PConc,Gd,Ex,Gd
535,152000,7,1141,484.0,2282.0,3,2.5,SawyerW,PConc,Gd,Ex,Gd
2019,132000,7,854,576.0,1686.0,78,1.0,BrkSide,BrkTil,TA,Ex,TA
2655,120000,6,1182,378.0,1952.0,61,1.5,OldTown,CBlock,TA,TA,TA
2391,338500,9,2091,521.0,3697.0,1,3.5,NridgHt,PConc,Ex,Ex,Ex
154,105000,4,985,676.0,1561.0,90,1.5,NAmes,BrkTil,TA,Gd,TA
999,175000,7,1446,406.0,2175.0,12,3.0,Gilbert,PConc,TA,Ex,TA
1400,192000,7,2022,505.0,3182.0,31,2.5,ClearCr,CBlock,TA,Ex,TA
2807,195000,7,1948,434.0,2795.0,2,2.5,CollgCr,PConc,Gd,Ex,Gd
516,210000,8,1590,676.0,2358.0,1,2.5,Somerst,PConc,Gd,Ex,Gd
1753,211000,7,1948,434.0,2795.0,4,2.5,Gilbert,PConc,Gd,Ex,Gd
734,128000,4,1324,240.0,1996.0,73,1.0,BrkSide,BrkTil,TA,TA,TA
1209,180500,6,1425,576.0,2850.0,44,2.0,NAmes,CBlock,TA,Gd,TA
1994,90000,5,2337,560.0,2999.0,107,2.0,OldTown,BrkTil,TA,TA,TA
1901,138500,5,908,512.0,1730.0,67,1.0,NAmes,PConc,TA,TA,TA
2413,169985,7,1492,440.0,2230.0,0,2.5,Gilbert,PConc,Gd,Ex,Gd
2630,146000,5,1150,288.0,2300.0,45,1.0,NAmes,CBlock,TA,TA,TA
1428,228000,7,2097,678.0,3177.0,15,3.0,SawyerW,PConc,Gd,Ex,Gd
1271,159000,5,1256,311.0,2512.0,49,2.5,NAmes,PConc,TA,Gd,Gd
2464,266000,8,1939,1053.0,3034.0,0,2.5,Somerst,PConc,Gd,Gd,Gd
2653,139000,5,1566,450.0,2382.0,82,1.5,OldTown,PConc,TA,Ex,Gd
1505,91900,4,784,0.0,1568.0,53,2.0,Edwards,CBlock,TA,TA,TA
2110,212999,8,1500,674.0,2989.0,1,2.0,CollgCr,PConc,Gd,Ex,Gd
